name,type,year,movieLength,genres,rating.kp,rating.imdb,rating.filmCritics,rating.russianFilmCritics,rating.await,votes.kp,votes.imdb,votes.filmCritics,votes.russianFilmCritics,votes.await,budget.currency,budget.value,premiere.country,premiere.digital,premiere.cinema,premiere.bluray,premiere.dvd,premiere.russia,premiere.world,fees.russia.value,fees.russia.currency,fees.usa.value,fees.usa.currency,fees.world.value,fees.world.currency,distributors.distributor,distributors.distributorRelease,fees.russia,fees.usa,fees.world
Сотовый,movie,2004,94.0,"[{'name': 'боевик'}, {'name': 'триллер'}, {'name': 'криминал'}]",7.145,6.5,5.8,0.0,,60805,107570,149,1,0,$,25000000.0,,,,,2005-05-05T00:00:00.000Z,2004-11-11T00:00:00.000Z,2004-09-10T00:00:00.000Z,1000000.0,$,32003620.0,$,56051920.0,$,Каро-Премьер,Premier Digital,,,
Верные друзья,movie,1954,100.0,"[{'name': 'мелодрама'}, {'name': 'комедия'}]",8.342,7.3,0.0,0.0,,60782,748,0,0,0,,,,,,2014-04-08T00:00:00.000Z,2011-01-11T00:00:00.000Z,,1954-04-20T00:00:00.000Z,,,,,,,,,,,
Старший сын,movie,1975,134.0,[{'name': 'драма'}],8.221,7.9,0.0,0.0,,60712,1301,0,0,0,,,,,,,2009-02-27T00:00:00.000Z,,1976-05-20T00:00:00.000Z,,,,,,,,,,,
Удивительная миссис Мэй,movie,2017,105.0,[{'name': 'драма'}],7.176,6.7,6.7,0.0,,60692,15766,112,2,0,,,,2020-08-03T00:00:00.000Z,,,,,2017-09-09T00:00:00.000Z,,,547750.0,$,17696794.0,$,,,,,
Сторожевая застава,movie,2017,100.0,"[{'name': 'приключения'}, {'name': 'фэнтези'}]",6.478,6.2,0.0,0.0,,60678,3091,0,0,0,₴,40000000.0,,,,,,,2017-10-12T00:00:00.000Z,,,,,2745966.0,$,,,,,
Детка,movie,2014,99.0,[{'name': 'мелодрама'}],6.614,6.4,6.0,75.0,,60676,46398,115,8,0,,,,,,,2015-01-13T00:00:00.000Z,2014-11-06T00:00:00.000Z,2014-01-17T00:00:00.000Z,380508.0,$,1066981.0,$,2379154.0,$,,,,,
Жмот,movie,2016,89.0,[{'name': 'комедия'}],6.488,5.9,0.0,0.0,,60661,6342,0,2,0,,,,,,,2017-07-10T00:00:00.000Z,2017-06-08T00:00:00.000Z,2016-08-05T00:00:00.000Z,405504.0,$,,,22955486.0,$,,,,,
Экстремальная работа,movie,2019,111.0,"[{'name': 'комедия'}, {'name': 'криминал'}, {'name': 'боевик'}]",7.283,7.1,8.1,0.0,,60659,14075,12,1,0,$,5800000.0,,,,,,2020-10-15T00:00:00.000Z,2019-01-23T00:00:00.000Z,,,1565885.0,$,124652206.0,$,,,,,
Выкуп,movie,2006,95.0,"[{'name': 'триллер'}, {'name': 'драма'}, {'name': 'криминал'}]",7.113,6.6,0.0,0.0,,60635,33868,0,1,0,$,20000000.0,,,,,,2007-11-15T00:00:00.000Z,2007-07-27T00:00:00.000Z,522024.0,$,,,7651640.0,$,,,,,
Va-банк,movie,2013,88.0,"[{'name': 'триллер'}, {'name': 'криминал'}, {'name': 'детектив'}]",6.115,5.6,4.1,25.0,,60629,66273,120,4,0,$,30000000.0,,,,2014-02-06T00:00:00.000Z,2014-02-06T00:00:00.000Z,2013-09-26T00:00:00.000Z,2013-09-18T00:00:00.000Z,6259388.0,$,19316646.0,$,62675095.0,$,Двадцатый Век Фокс СНГ,Двадцатый Век Фокс СНГ,,,
Бездна,movie,1989,140.0,"[{'name': 'фантастика'}, {'name': 'триллер'}, {'name': 'драма'}]",7.838,7.5,7.4,0.0,,60586,199699,56,1,0,$,69500000.0,,,,,2006-11-28T00:00:00.000Z,,1989-08-08T00:00:00.000Z,,,54222310.0,$,89761361.0,$,,Двадцатый Век Фокс СНГ,,,
Род мужской,movie,2022,100.0,"[{'name': 'ужасы'}, {'name': 'драма'}]",5.802,6.0,6.6,63.6364,,60573,72557,269,11,0,,,,2022-07-22T00:00:00.000Z,,,,2022-06-23T00:00:00.000Z,2022-05-20T00:00:00.000Z,283125.0,$,7587853.0,$,11151120.0,$,,,,,
"Там, где раки поют",movie,2022,125.0,"[{'name': 'триллер'}, {'name': 'драма'}, {'name': 'мелодрама'}, {'name': 'детектив'}]",7.242,7.2,5.2,0.0,,60530,144065,221,3,0,$,24000000.0,,,,,,,2022-06-26T00:00:00.000Z,,,90230760.0,$,144353965.0,$,,,,,
Коматозники,movie,2017,109.0,"[{'name': 'ужасы'}, {'name': 'фантастика'}, {'name': 'триллер'}, {'name': 'драма'}, {'name': 'детектив'}]",5.718,5.2,3.6,20.0,,60521,52182,77,5,0,$,19000000.0,,2019-06-05T00:00:00.000Z,,,,2017-11-23T00:00:00.000Z,2017-09-25T00:00:00.000Z,4219894.0,$,16883115.0,$,45158254.0,$,WDSSPR,,,,
Битва за Землю,movie,2019,109.0,"[{'name': 'ужасы'}, {'name': 'фантастика'}, {'name': 'боевик'}, {'name': 'триллер'}]",5.784,6.0,5.2,33.3333,,60501,59315,79,3,0,$,25000000.0,,2019-07-27T00:00:00.000Z,,,,2019-06-27T00:00:00.000Z,2019-03-15T00:00:00.000Z,153639.0,$,5958315.0,$,8808611.0,$,,,,,
2:22,movie,2016,98.0,[{'name': 'триллер'}],6.316,5.7,3.3,0.0,,60481,26320,10,2,0,,,,,,,,2017-06-29T00:00:00.000Z,2017-06-29T00:00:00.000Z,666221.0,$,422.0,$,3945729.0,$,,,,,
Бэтмен и Робин,movie,1997,125.0,"[{'name': 'фантастика'}, {'name': 'боевик'}]",5.704,3.8,3.8,0.0,,60480,273900,97,0,0,$,125000000.0,,,,,2001-02-05T00:00:00.000Z,1997-11-15T00:00:00.000Z,1997-06-12T00:00:00.000Z,,,107325195.0,$,238207122.0,$,Кармен-Премьер,Мост-Видео,,,
Самоволка,movie,1990,108.0,"[{'name': 'боевик'}, {'name': 'драма'}]",7.172,6.2,0.0,0.0,,60399,41116,0,0,0,$,6000000.0,,,,,2000-12-27T00:00:00.000Z,1993-11-29T00:00:00.000Z,1990-08-01T00:00:00.000Z,,,24078196.0,$,24271196.0,$,,,,,
Зачинщики,movie,2015,95.0,"[{'name': 'комедия'}, {'name': 'криминал'}, {'name': 'биография'}]",6.106,5.8,4.8,0.0,,60377,61631,100,2,0,$,25000000.0,,,,,2017-01-30T00:00:00.000Z,2016-09-29T00:00:00.000Z,2015-09-03T00:00:00.000Z,1229160.0,$,17368022.0,$,29674699.0,$,,,,,
К-19,movie,2002,138.0,"[{'name': 'триллер'}, {'name': 'драма'}, {'name': 'военный'}, {'name': 'история'}]",7.602,6.7,6.1,75.0,,60289,69250,170,4,0,$,100000000.0,,,,,2003-01-21T00:00:00.000Z,2002-10-17T00:00:00.000Z,2002-07-19T00:00:00.000Z,,,35168966.0,$,65716126.0,$,Парадиз 2000,Пирамида,,,
Библиотекарь: В поисках копья судьбы,movie,2004,90.0,"[{'name': 'фэнтези'}, {'name': 'боевик'}, {'name': 'триллер'}, {'name': 'драма'}, {'name': 'мелодрама'}, {'name': 'комедия'}, {'name': 'приключения'}]",6.799,6.2,0.0,0.0,,60272,22522,0,0,0,,,,2016-02-17T00:00:00.000Z,,,2005-11-03T00:00:00.000Z,,2004-12-05T00:00:00.000Z,,,,,,,,,,,
Мексиканец,movie,2001,123.0,"[{'name': 'драма'}, {'name': 'мелодрама'}, {'name': 'комедия'}, {'name': 'приключения'}]",7.088,6.1,5.5,0.0,,60260,118154,136,1,0,$,57000000.0,,,,,2002-08-06T00:00:00.000Z,2001-09-20T00:00:00.000Z,2001-03-02T00:00:00.000Z,,,66845033.0,$,147845033.0,$,Ист-Вест,Premier Digital,,,
Ёлки новые,movie,2017,85.0,"[{'name': 'комедия'}, {'name': 'мелодрама'}]",5.817,4.3,0.0,83.3333,,60191,824,0,6,0,,,,,,,,2017-12-21T00:00:00.000Z,2017-12-22T00:00:00.000Z,16199453.0,$,,,15735317.0,$,Bazelevs Distribution,,,,
Тюряга,movie,1989,109.0,"[{'name': 'боевик'}, {'name': 'драма'}, {'name': 'криминал'}]",7.322,6.4,4.7,0.0,,60177,47746,16,0,0,$,24000000.0,,,,,,1994-02-01T00:00:00.000Z,1989-08-04T00:00:00.000Z,,,22099847.0,$,22099847.0,$,,,,,
Признайте меня виновным,movie,2006,125.0,"[{'name': 'драма'}, {'name': 'комедия'}, {'name': 'криминал'}, {'name': 'биография'}]",7.165,7.0,6.0,0.0,,60137,37000,103,0,0,$,13000000.0,,,,,,,2006-02-16T00:00:00.000Z,,,1173643.0,$,2636637.0,$,,,,,
Быстрее пули,movie,2010,94.0,"[{'name': 'боевик'}, {'name': 'триллер'}, {'name': 'драма'}, {'name': 'криминал'}]",6.66,6.4,4.9,0.0,,60109,114497,128,1,0,$,24000000.0,,,,2011-05-26T00:00:00.000Z,2011-04-14T00:00:00.000Z,,2010-11-24T00:00:00.000Z,,,23240020.0,$,35626958.0,$,,Columbia/Sony,,,
Супер Майк,movie,2012,110.0,"[{'name': 'драма'}, {'name': 'комедия'}, {'name': 'музыка'}]",6.235,6.1,6.8,75.0,,60092,149680,215,8,0,$,7000000.0,,,,,2012-08-16T00:00:00.000Z,2012-06-28T00:00:00.000Z,2012-06-24T00:00:00.000Z,2914784.0,$,113721571.0,$,167221571.0,$,Top Film Distribution,"Новый Диск, New Dream media",,,
Несносные боссы 2,movie,2014,108.0,"[{'name': 'комедия'}, {'name': 'криминал'}]",6.16,6.3,4.7,71.4286,,60079,188322,157,7,0,$,42000000.0,,,,2015-03-05T00:00:00.000Z,2015-03-05T00:00:00.000Z,2014-11-27T00:00:00.000Z,2014-11-12T00:00:00.000Z,3336445.0,$,54445357.0,$,107645357.0,$,Каро-Премьер,CP Дистрибуция,,,
Кабельщик,movie,1996,96.0,"[{'name': 'триллер'}, {'name': 'драма'}, {'name': 'комедия'}]",7.067,6.1,5.7,0.0,,60021,183062,80,0,0,$,47000000.0,,,,2011-06-09T00:00:00.000Z,1997-05-28T00:00:00.000Z,,1996-06-10T00:00:00.000Z,,,60240295.0,$,102825796.0,$,,Columbia/Sony,,,
Клаустрофобы: Квест с того света,movie,2022,105.0,"[{'name': 'ужасы'}, {'name': 'триллер'}]",5.714,5.2,0.0,0.0,,60015,4718,0,1,0,,,,,,,,2023-01-05T00:00:00.000Z,2022-12-09T00:00:00.000Z,369978.0,$,,,360476.0,$,,,,,
Элвин и бурундуки: Грандиозное бурундуключение,movie,2015,92.0,"[{'name': 'семейный'}, {'name': 'комедия'}, {'name': 'музыка'}, {'name': 'приключения'}]",5.905,4.9,3.7,0.0,,59976,23734,67,1,0,$,90000000.0,,2016-03-04T00:00:00.000Z,,,,2016-01-14T00:00:00.000Z,2015-12-06T00:00:00.000Z,3115040.0,$,85886987.0,$,234798636.0,$,Двадцатый Век Фокс СНГ,,,,
Выпускной,movie,2014,90.0,[{'name': 'комедия'}],3.881,3.5,0.0,75.0,,59949,456,0,4,0,,,,,,,,2014-10-09T00:00:00.000Z,2014-10-09T00:00:00.000Z,4252271.0,$,,,4262900.0,$,,,,,
"Здравствуй, папа, Новый год! 2",movie,2017,100.0,[{'name': 'комедия'}],6.459,6.0,4.1,0.0,,59892,87228,128,2,0,$,69000000.0,,2018-02-08T00:00:00.000Z,,2018-03-19T00:00:00.000Z,2018-03-19T00:00:00.000Z,2017-11-23T00:00:00.000Z,2017-11-08T00:00:00.000Z,3560784.0,$,104029443.0,$,180613180.0,$,Централ Партнершип,НД Плэй,,,
Шугалей,movie,2020,90.0,"[{'name': 'боевик'}, {'name': 'приключения'}]",6.936,0.0,0.0,0.0,,59829,0,0,0,0,,,,2020-05-11T00:00:00.000Z,,,,2020-05-01T00:00:00.000Z,,,,,,,,,,,,
Плохая девочка,movie,2024,114.0,"[{'name': 'триллер'}, {'name': 'криминал'}, {'name': 'детектив'}, {'name': 'драма'}]",5.944,6.0,6.9,64.0,,59829,45833,253,25,0,$,20000000.0,,,,,,2025-01-16T00:00:00.000Z,2024-08-30T00:00:00.000Z,,,28175128.0,$,63882675.0,$,,,,,
Ворон,movie,2011,110.0,"[{'name': 'триллер'}, {'name': 'криминал'}, {'name': 'детектив'}]",7.024,6.4,4.5,83.3333,,59807,88977,142,6,0,$,26000000.0,,,,,2012-06-07T00:00:00.000Z,2012-04-12T00:00:00.000Z,2012-03-09T00:00:00.000Z,1303351.0,$,16008272.0,$,29699345.0,$,Top Film Distribution,"Новый Диск, New Dream media",,,
Годзилла,movie,1998,139.0,"[{'name': 'фантастика'}, {'name': 'боевик'}, {'name': 'триллер'}]",6.841,5.5,4.5,0.0,,59766,207560,150,0,0,$,130000000.0,,,,2010-01-21T00:00:00.000Z,1998-11-19T00:00:00.000Z,1998-10-01T00:00:00.000Z,1998-05-18T00:00:00.000Z,,,136314294.0,$,379014294.0,$,Каскад фильм,Columbia/Sony,,,
Калейдоскоп поцелуев,movie,2018,105.0,"[{'name': 'мелодрама'}, {'name': 'комедия'}]",6.382,5.9,4.0,0.0,,59722,97684,12,1,0,,,,2018-05-11T00:00:00.000Z,,,,,2018-05-11T00:00:00.000Z,,,,,,,,,,,
Гений,movie,1991,162.0,"[{'name': 'комедия'}, {'name': 'криминал'}, {'name': 'драма'}]",7.951,7.2,0.0,0.0,,59689,873,0,0,0,,,,,,,2008-12-09T00:00:00.000Z,1992-07-01T00:00:00.000Z,1999-05-05T00:00:00.000Z,,,,,,,,Lizard Cinema Trade,,,
Брат или брак 3,movie,2024,90.0,[{'name': 'комедия'}],7.529,0.0,0.0,0.0,,59660,0,0,0,0,,,,,,,,,,,,,,,,,,,,
Кошмар на улице Вязов,movie,2010,95.0,"[{'name': 'ужасы'}, {'name': 'драма'}, {'name': 'криминал'}, {'name': 'детектив'}]",5.649,5.2,3.8,50.0,,59632,110326,182,4,0,$,35000000.0,,,,2010-10-05T00:00:00.000Z,2010-10-05T00:00:00.000Z,2010-05-06T00:00:00.000Z,2010-04-27T00:00:00.000Z,5819106.0,$,63075011.0,$,115664037.0,$,Каро-Премьер,Юниверсал Пикчерс Рус,,,
Ромео + Джульетта,movie,1996,120.0,"[{'name': 'драма'}, {'name': 'мелодрама'}]",7.276,6.7,6.8,0.0,,59614,250298,69,0,0,$,14500000.0,,,,2010-11-25T00:00:00.000Z,2009-03-05T00:00:00.000Z,1997-11-16T00:00:00.000Z,1996-10-27T00:00:00.000Z,,,46351345.0,$,147554998.0,$,"Гемини, Каравелла DDC",Двадцатый Век Фокс СНГ,,,
Уолл Стрит: Деньги не спят,movie,2010,127.0,"[{'name': 'драма'}, {'name': 'мелодрама'}]",6.81,6.2,6.0,50.0,,59589,107870,234,6,0,$,70000000.0,,,,2011-02-24T00:00:00.000Z,2010-10-28T00:00:00.000Z,2010-09-30T00:00:00.000Z,2010-05-14T00:00:00.000Z,2182010.0,$,52474616.0,$,134748021.0,$,Двадцатый Век Фокс СНГ,Двадцатый Век Фокс СНГ,,,
Рэкетир,movie,2007,80.0,"[{'name': 'криминал'}, {'name': 'драма'}, {'name': 'боевик'}]",7.618,6.8,0.0,0.0,,59546,909,0,0,0,$,800000.0,,,,,,,2007-11-08T00:00:00.000Z,,,,,,,,,,,
Формула любви для узников брака,movie,2009,107.0,[{'name': 'комедия'}],6.372,5.5,3.7,0.0,,59462,117500,161,1,0,$,70000000.0,,,,,2010-02-16T00:00:00.000Z,2009-10-15T00:00:00.000Z,2009-10-05T00:00:00.000Z,3995039.0,$,109204945.0,$,171844840.0,$,UPI,Юниверсал Пикчерс Рус,,,
Король Англии,movie,2019,140.0,"[{'name': 'биография'}, {'name': 'драма'}, {'name': 'военный'}, {'name': 'история'}]",7.134,7.3,6.6,0.0,,59455,162302,146,2,0,,,,2019-11-01T00:00:00.000Z,,,,,2019-09-02T00:00:00.000Z,,,,,126931.0,$,,,,,
Форпост,movie,2019,123.0,"[{'name': 'боевик'}, {'name': 'военный'}, {'name': 'драма'}, {'name': 'история'}]",6.754,6.8,7.8,0.0,,59429,44880,99,1,0,,,,,,,,2020-08-13T00:00:00.000Z,2019-11-02T00:00:00.000Z,27633.0,$,186635.0,$,2327336.0,$,,,,,
Плохие парни до конца,movie,2024,115.0,"[{'name': 'боевик'}, {'name': 'комедия'}, {'name': 'криминал'}]",6.978,6.5,6.0,33.3333,,59398,97494,250,3,0,$,100000000.0,,,,,,,2024-05-22T00:00:00.000Z,,,193573217.0,$,404550184.0,$,,,,,
Антропоид,movie,2016,120.0,"[{'name': 'боевик'}, {'name': 'триллер'}, {'name': 'драма'}, {'name': 'мелодрама'}, {'name': 'военный'}, {'name': 'биография'}, {'name': 'история'}]",7.195,7.2,6.4,100.0,,59367,56342,105,4,0,$,9000000.0,,,,,2017-07-10T00:00:00.000Z,2017-06-22T00:00:00.000Z,2016-07-01T00:00:00.000Z,36435.0,$,2964845.0,$,5079219.0,$,,,,,
Патрик,movie,2018,94.0,[{'name': 'комедия'}],6.933,5.9,4.7,0.0,,59362,4465,34,0,0,£,6000000.0,,2018-12-06T00:00:00.000Z,,,,2018-10-11T00:00:00.000Z,2018-06-28T00:00:00.000Z,168393.0,$,6290.0,$,3369468.0,$,,,,,
Защитник,movie,2015,93.0,"[{'name': 'триллер'}, {'name': 'драма'}, {'name': 'криминал'}, {'name': 'детектив'}]",6.735,6.2,5.0,0.0,,59328,35098,31,0,0,,,,2020-08-27T00:00:00.000Z,,,,,2016-03-25T00:00:00.000Z,,,,,1667849.0,$,,,,,
Агора,movie,2009,126.0,"[{'name': 'биография'}, {'name': 'история'}, {'name': 'драма'}]",7.622,7.1,5.8,66.6667,,59292,74311,95,6,0,$,73000000.0,,,,,2010-03-11T00:00:00.000Z,2010-02-11T00:00:00.000Z,2009-05-17T00:00:00.000Z,296378.0,$,619423.0,$,39041505.0,$,,,,,
Чикаго,movie,2002,113.0,"[{'name': 'мюзикл'}, {'name': 'комедия'}, {'name': 'криминал'}]",7.69,7.2,8.0,0.0,,59264,248709,261,0,0,$,45000000.0,,,,2014-01-15T00:00:00.000Z,2003-08-19T00:00:00.000Z,2003-03-12T00:00:00.000Z,2002-12-10T00:00:00.000Z,,,170687518.0,$,306776732.0,$,West,"West Video, Кармен Видео",,,
Договор молчания,movie,2020,93.0,"[{'name': 'триллер'}, {'name': 'детектив'}, {'name': 'криминал'}]",6.507,6.3,5.0,0.0,,59202,36498,25,0,0,,,,2021-01-01T00:00:00.000Z,,,,,2020-07-18T00:00:00.000Z,,,100746.0,$,170653.0,$,,,,,
Двойник дьявола,movie,2011,109.0,"[{'name': 'триллер'}, {'name': 'драма'}, {'name': 'биография'}]",7.099,7.0,5.7,83.3333,,59199,64511,102,6,0,€,19100000.0,,,,2011-12-13T00:00:00.000Z,2011-12-13T00:00:00.000Z,2011-08-11T00:00:00.000Z,2011-01-22T00:00:00.000Z,1623646.0,$,1361512.0,$,5728213.0,$,West,West Video,,,
Особенные,movie,2019,114.0,"[{'name': 'драма'}, {'name': 'комедия'}]",7.827,7.4,7.4,100.0,,59194,11793,11,4,0,,,,,,,,2020-01-16T00:00:00.000Z,2019-05-25T00:00:00.000Z,385670.0,$,,,19363826.0,$,,,,,
Тайна в их глазах,movie,2015,111.0,"[{'name': 'триллер'}, {'name': 'драма'}, {'name': 'криминал'}, {'name': 'детектив'}]",6.679,6.3,5.3,42.8571,,59052,53262,148,7,0,$,19500000.0,,,,,,2015-11-19T00:00:00.000Z,2015-11-11T00:00:00.000Z,665960.0,$,20180155.0,$,34854990.0,$,Централ Партнершип,,,,
Марс атакует!,movie,1996,106.0,"[{'name': 'фантастика'}, {'name': 'комедия'}]",6.591,6.4,6.0,0.0,,58991,250285,87,0,0,$,70000000.0,,,,,2001-01-16T00:00:00.000Z,,1996-12-12T00:00:00.000Z,,,37771017.0,$,101371017.0,$,,Мост-Видео,,,
Друзья на свою голову,movie,2020,104.0,"[{'name': 'драма'}, {'name': 'комедия'}]",7.049,6.1,0.0,0.0,,58987,1770,0,1,0,,,,2021-01-13T00:00:00.000Z,,,,2020-11-04T00:00:00.000Z,2020-09-09T00:00:00.000Z,60454.0,$,,,2685258.0,$,,,,,
Вышибала,movie,2011,92.0,"[{'name': 'драма'}, {'name': 'комедия'}, {'name': 'спорт'}]",6.817,6.8,6.6,0.0,,58917,92190,105,0,0,,,,,,2012-04-12T00:00:00.000Z,2012-04-12T00:00:00.000Z,2012-03-01T00:00:00.000Z,2011-09-10T00:00:00.000Z,,,4168528.0,$,6985158.0,$,Top Film Distribution,CP Дистрибуция,,,
Волчок,movie,2009,86.0,[{'name': 'драма'}],6.996,7.0,0.0,40.0,,58899,1324,0,5,0,,,,,,,2009-11-26T00:00:00.000Z,2009-10-01T00:00:00.000Z,2009-07-07T00:00:00.000Z,57517.0,$,,,57358.0,$,,,,,
Школа магических зверей. Тайна подземелья,movie,2022,103.0,"[{'name': 'мелодрама'}, {'name': 'комедия'}, {'name': 'приключения'}, {'name': 'семейный'}, {'name': 'фэнтези'}]",8.232,5.9,0.0,0.0,,58889,591,0,0,0,,,,,,,,2023-10-05T00:00:00.000Z,2022-09-29T00:00:00.000Z,557939.0,$,,,19685961.0,$,,,,,
Крид 2,movie,2018,130.0,"[{'name': 'боевик'}, {'name': 'драма'}, {'name': 'спорт'}]",6.703,7.1,6.9,44.4444,,58887,160844,312,9,0,$,50000000.0,,2019-04-08T00:00:00.000Z,,,,2019-01-10T00:00:00.000Z,2018-11-14T00:00:00.000Z,1971560.0,$,115715889.0,$,214215889.0,$,Каро-Премьер,,,,
Зигзаг удачи,movie,1968,88.0,[{'name': 'комедия'}],7.946,7.2,0.0,0.0,,58860,1115,0,0,0,,,,,,,2010-04-08T00:00:00.000Z,,1968-12-30T00:00:00.000Z,,,,,,,,,,,
Белль и Себастьян,movie,2013,104.0,"[{'name': 'драма'}, {'name': 'приключения'}, {'name': 'семейный'}]",8.035,6.9,0.0,0.0,,58843,5770,0,1,0,€,10430000.0,,2018-07-19T00:00:00.000Z,,,2018-07-30T00:00:00.000Z,2018-04-05T00:00:00.000Z,2013-08-24T00:00:00.000Z,139432.0,$,,,38065.0,$,,,,,
Дневники няни,movie,2007,106.0,"[{'name': 'драма'}, {'name': 'мелодрама'}, {'name': 'комедия'}]",6.913,6.2,5.0,0.0,,58821,65423,131,0,0,$,20000000.0,,,,,2007-12-04T00:00:00.000Z,2007-09-13T00:00:00.000Z,2007-08-24T00:00:00.000Z,1396126.0,$,25930652.0,$,47738099.0,$,West,West Video,,,
Холоп. Великолепный век,movie,2024,111.0,"[{'name': 'комедия'}, {'name': 'приключения'}, {'name': 'фэнтези'}, {'name': 'мелодрама'}]",6.41,6.4,0.0,0.0,,58813,2253,0,2,0,,,,,,,,2025-01-23T00:00:00.000Z,2024-12-20T00:00:00.000Z,,,,,2832461.0,$,,,,,
Мученицы,movie,2008,99.0,[{'name': 'ужасы'}],6.432,7.0,6.1,0.0,,58795,112207,39,0,0,$,6500000.0,,,,,2009-06-04T00:00:00.000Z,,2008-08-19T00:00:00.000Z,,,,,1149138.0,$,,CP-Digital,,,
Ловушка,movie,2024,105.0,"[{'name': 'триллер'}, {'name': 'криминал'}]",6.379,5.8,5.7,61.5385,,58791,127700,240,13,0,$,30000000.0,,,,,,,2024-07-19T00:00:00.000Z,,,42777281.0,$,83677281.0,$,,,,,
Эмма.,movie,2020,124.0,"[{'name': 'комедия'}, {'name': 'мелодрама'}]",6.944,6.7,7.3,90.9091,,58785,66547,260,11,0,$,10000000.0,,2020-04-09T00:00:00.000Z,,,,,2020-02-13T00:00:00.000Z,3066.0,$,10055355.0,$,25932444.0,$,UPI,,,,
Дорога на Арлингтон,movie,1998,117.0,"[{'name': 'триллер'}, {'name': 'драма'}]",7.363,7.2,6.1,0.0,,58759,92835,92,0,0,$,31000000.0,,,,,2009-12-10T00:00:00.000Z,1999-05-29T00:00:00.000Z,1999-03-19T00:00:00.000Z,,,24756177.0,$,41067311.0,$,,,,,
Немыслимое,movie,2009,97.0,"[{'name': 'триллер'}, {'name': 'драма'}, {'name': 'криминал'}]",7.305,7.0,5.0,0.0,,58752,96955,1739,2,0,$,15000000.0,,,,,2010-10-28T00:00:00.000Z,2010-10-07T00:00:00.000Z,2010-05-26T00:00:00.000Z,378481.0,$,,,1669100.0,$,Top Film Distribution,"Новый Диск, New Dream media",,,
Враг у ворот,movie,2001,131.0,"[{'name': 'боевик'}, {'name': 'драма'}, {'name': 'военный'}]",7.01,7.5,5.7,80.0,,58746,283965,140,5,0,$,68000000.0,,,,,2010-10-19T00:00:00.000Z,2001-04-06T00:00:00.000Z,2001-02-07T00:00:00.000Z,,,51401758.0,$,96976270.0,$,Ист-Вест,Юниверсал Пикчерс Рус,,,
Кандагар,movie,2009,100.0,"[{'name': 'боевик'}, {'name': 'драма'}, {'name': 'история'}]",6.862,6.6,0.0,100.0,,58679,2209,0,4,0,$,7000000.0,,,,2010-05-13T00:00:00.000Z,2010-03-04T00:00:00.000Z,2010-02-04T00:00:00.000Z,2010-02-11T00:00:00.000Z,14867613.0,$,,,15274292.0,$,Централ Партнершип,Флагман-Трейд,,,
Аполлон 13,movie,1995,140.0,"[{'name': 'драма'}, {'name': 'приключения'}, {'name': 'история'}]",7.71,7.7,8.2,0.0,,58618,324093,98,0,0,$,62000000.0,,,,2011-03-22T00:00:00.000Z,2011-03-10T00:00:00.000Z,,1995-06-22T00:00:00.000Z,,,172071312.0,$,353148882.0,$,,"Флагман-Трейд, Юниверсал Пикчерс Рус",,,
Руфус: Хроники волшебной страны,movie,2020,82.0,"[{'name': 'приключения'}, {'name': 'семейный'}, {'name': 'фэнтези'}]",7.37,4.2,0.0,0.0,,58604,1117,0,1,0,,,,2021-06-03T00:00:00.000Z,,,,2021-04-22T00:00:00.000Z,2020-05-26T00:00:00.000Z,87663.0,$,,,246359.0,$,,,,,
Любовное настроение,movie,2000,98.0,"[{'name': 'драма'}, {'name': 'мелодрама'}]",7.905,8.1,8.0,100.0,,58602,175411,190,4,0,,,,2021-04-01T00:00:00.000Z,,,2008-05-28T00:00:00.000Z,2021-03-04T00:00:00.000Z,2000-05-20T00:00:00.000Z,,,2738980.0,$,12854953.0,$,"Интерсинема-Арт, Иноекино",Кармен Видео,,,
